,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
8094,72,75,7,7,66,69,10,data/Train/10/00010_00013_00024.png
8095,75,80,7,8,69,73,10,data/Train/10/00010_00013_00025.png
8096,81,84,8,8,74,77,10,data/Train/10/00010_00013_00026.png
8097,94,97,9,8,86,89,10,data/Train/10/00010_00013_00027.png
8098,99,107,8,10,91,98,10,data/Train/10/00010_00013_00028.png
8099,110,119,9,11,101,109,10,data/Train/10/00010_00013_00029.png
8100,28,28,5,5,23,23,10,data/Train/10/00010_00014_00000.png
8101,29,30,5,6,24,25,10,data/Train/10/00010_00014_00001.png
8102,30,30,5,5,25,25,10,data/Train/10/00010_00014_00002.png
8103,31,31,5,5,26,26,10,data/Train/10/00010_00014_00003.png
8104,32,32,5,5,27,27,10,data/Train/10/00010_00014_00004.png
8105,34,34,6,6,29,29,10,data/Train/10/00010_00014_00005.png
8106,33,34,5,6,28,29,10,data/Train/10/00010_00014_00006.png
8107,35,35,6,6,30,30,10,data/Train/10/00010_00014_00007.png
8108,34,34,5,5,29,29,10,data/Train/10/00010_00014_00008.png
8109,36,36,6,6,31,31,10,data/Train/10/00010_00014_00009.png
8110,37,37,6,6,32,32,10,data/Train/10/00010_00014_00010.png
8111,37,37,5,5,32,32,10,data/Train/10/00010_00014_00011.png
8112,39,39,6,6,34,34,10,data/Train/10/00010_00014_00012.png
8113,40,40,6,6,35,35,10,data/Train/10/00010_00014_00013.png
8114,40,39,6,5,35,34,10,data/Train/10/00010_00014_00014.png
8115,40,40,5,5,35,35,10,data/Train/10/00010_00014_00015.png
8116,42,43,5,6,37,38,10,data/Train/10/00010_00014_00016.png
8117,41,42,5,6,36,37,10,data/Train/10/00010_00014_00017.png
8118,43,42,6,5,38,37,10,data/Train/10/00010_00014_00018.png
8119,44,44,5,5,39,39,10,data/Train/10/00010_00014_00019.png
8120,46,47,5,6,41,42,10,data/Train/10/00010_00014_00020.png
8121,50,50,5,5,45,45,10,data/Train/10/00010_00014_00021.png
8122,52,53,5,6,47,48,10,data/Train/10/00010_00014_00022.png
8123,54,54,5,5,49,49,10,data/Train/10/00010_00014_00023.png
8124,57,57,6,6,52,52,10,data/Train/10/00010_00014_00024.png
8125,59,58,6,5,54,53,10,data/Train/10/00010_00014_00025.png
8126,60,60,5,5,55,55,10,data/Train/10/00010_00014_00026.png
8127,64,65,5,6,59,60,10,data/Train/10/00010_00014_00027.png
8128,72,71,7,6,66,65,10,data/Train/10/00010_00014_00028.png
8129,74,74,6,6,68,68,10,data/Train/10/00010_00014_00029.png
8130,27,28,5,6,22,23,10,data/Train/10/00010_00015_00000.png
8131,29,28,6,5,23,22,10,data/Train/10/00010_00015_00001.png
8132,29,28,6,5,24,23,10,data/Train/10/00010_00015_00002.png
8133,29,29,6,6,24,24,10,data/Train/10/00010_00015_00003.png
8134,29,29,5,5,24,24,10,data/Train/10/00010_00015_00004.png
8135,31,30,6,5,26,25,10,data/Train/10/00010_00015_00005.png
8136,30,31,6,6,25,26,10,data/Train/10/00010_00015_00006.png
8137,32,33,6,6,27,28,10,data/Train/10/00010_00015_00007.png
8138,34,34,6,5,29,29,10,data/Train/10/00010_00015_00008.png
8139,34,35,5,5,29,30,10,data/Train/10/00010_00015_00009.png
8140,35,36,6,6,30,31,10,data/Train/10/00010_00015_00010.png
8141,37,36,6,5,32,31,10,data/Train/10/00010_00015_00011.png
8142,37,37,6,6,32,32,10,data/Train/10/00010_00015_00012.png
8143,38,37,6,5,33,32,10,data/Train/10/00010_00015_00013.png
8144,38,39,5,6,33,34,10,data/Train/10/00010_00015_00014.png
8145,42,41,6,5,37,36,10,data/Train/10/00010_00015_00015.png
8146,44,44,6,6,39,39,10,data/Train/10/00010_00015_00016.png
8147,43,43,6,6,38,38,10,data/Train/10/00010_00015_00017.png
8148,47,47,6,6,42,42,10,data/Train/10/00010_00015_00018.png
8149,48,49,5,6,43,44,10,data/Train/10/00010_00015_00019.png
8150,53,53,6,6,48,48,10,data/Train/10/00010_00015_00020.png
8151,54,54,5,5,49,49,10,data/Train/10/00010_00015_00021.png
8152,59,58,6,5,54,53,10,data/Train/10/00010_00015_00022.png
8153,61,60,6,5,56,55,10,data/Train/10/00010_00015_00023.png
8154,68,69,6,7,62,63,10,data/Train/10/00010_00015_00024.png
8155,71,72,6,7,65,66,10,data/Train/10/00010_00015_00025.png
8156,80,80,7,7,73,73,10,data/Train/10/00010_00015_00026.png
8157,86,87,7,8,79,80,10,data/Train/10/00010_00015_00027.png
8158,104,107,9,9,95,98,10,data/Train/10/00010_00015_00028.png
8159,118,121,11,11,108,111,10,data/Train/10/00010_00015_00029.png
8160,29,29,5,5,24,24,10,data/Train/10/00010_00016_00000.png
8161,30,30,6,5,25,24,10,data/Train/10/00010_00016_00001.png
8162,29,31,5,6,24,25,10,data/Train/10/00010_00016_00002.png
8163,31,30,6,5,26,25,10,data/Train/10/00010_00016_00003.png
8164,31,31,5,5,25,25,10,data/Train/10/00010_00016_00004.png
8165,31,32,5,6,26,27,10,data/Train/10/00010_00016_00005.png
8166,32,32,5,5,27,27,10,data/Train/10/00010_00016_00006.png
8167,33,33,5,5,28,28,10,data/Train/10/00010_00016_00007.png
8168,34,34,6,6,29,29,10,data/Train/10/00010_00016_00008.png
8169,34,33,6,5,29,28,10,data/Train/10/00010_00016_00009.png
8170,34,35,5,6,29,30,10,data/Train/10/00010_00016_00010.png
8171,35,35,5,5,30,30,10,data/Train/10/00010_00016_00011.png
8172,36,37,5,6,31,32,10,data/Train/10/00010_00016_00012.png
8173,37,36,6,5,32,31,10,data/Train/10/00010_00016_00013.png
8174,37,37,5,5,32,32,10,data/Train/10/00010_00016_00014.png
8175,38,38,5,5,33,33,10,data/Train/10/00010_00016_00015.png
8176,40,39,6,5,35,34,10,data/Train/10/00010_00016_00016.png
8177,40,40,5,5,35,35,10,data/Train/10/00010_00016_00017.png
8178,41,41,6,6,36,36,10,data/Train/10/00010_00016_00018.png
8179,41,40,6,5,36,35,10,data/Train/10/00010_00016_00019.png
8180,42,43,5,6,37,38,10,data/Train/10/00010_00016_00020.png
8181,45,44,6,5,40,39,10,data/Train/10/00010_00016_00021.png
8182,44,45,5,6,39,40,10,data/Train/10/00010_00016_00022.png
8183,47,46,6,5,42,41,10,data/Train/10/00010_00016_00023.png
8184,48,49,5,6,43,44,10,data/Train/10/00010_00016_00024.png
8185,50,50,6,6,45,45,10,data/Train/10/00010_00016_00025.png
8186,51,52,5,6,46,47,10,data/Train/10/00010_00016_00026.png
8187,54,53,6,5,49,48,10,data/Train/10/00010_00016_00027.png
8188,56,55,6,5,51,50,10,data/Train/10/00010_00016_00028.png
8189,57,60,5,6,52,55,10,data/Train/10/00010_00016_00029.png
8190,29,29,6,6,24,24,10,data/Train/10/00010_00017_00000.png
8191,28,29,5,6,23,24,10,data/Train/10/00010_00017_00001.png
8192,29,29,6,5,24,23,10,data/Train/10/00010_00017_00002.png
8193,29,29,5,5,24,24,10,data/Train/10/00010_00017_00003.png
8194,32,32,6,6,27,27,10,data/Train/10/00010_00017_00004.png
8195,32,32,6,6,27,27,10,data/Train/10/00010_00017_00005.png
8196,31,32,5,6,26,27,10,data/Train/10/00010_00017_00006.png
8197,32,33,5,6,27,28,10,data/Train/10/00010_00017_00007.png
8198,33,32,6,5,28,27,10,data/Train/10/00010_00017_00008.png
8199,34,34,5,5,29,29,10,data/Train/10/00010_00017_00009.png
8200,34,35,5,6,29,30,10,data/Train/10/00010_00017_00010.png
8201,36,35,6,5,31,30,10,data/Train/10/00010_00017_00011.png
8202,36,36,5,5,31,31,10,data/Train/10/00010_00017_00012.png
8203,38,38,6,6,33,33,10,data/Train/10/00010_00017_00013.png
8204,38,37,6,5,33,32,10,data/Train/10/00010_00017_00014.png
8205,39,39,5,5,34,34,10,data/Train/10/00010_00017_00015.png
8206,41,41,6,6,36,36,10,data/Train/10/00010_00017_00016.png
8207,40,41,5,6,35,36,10,data/Train/10/00010_00017_00017.png
8208,40,40,5,5,35,35,10,data/Train/10/00010_00017_00018.png
8209,41,41,6,6,36,36,10,data/Train/10/00010_00017_00019.png
8210,42,42,5,5,37,37,10,data/Train/10/00010_00017_00020.png
8211,45,45,6,6,40,40,10,data/Train/10/00010_00017_00021.png
8212,46,45,6,5,41,40,10,data/Train/10/00010_00017_00022.png
8213,46,46,5,5,41,41,10,data/Train/10/00010_00017_00023.png
8214,49,48,6,5,44,43,10,data/Train/10/00010_00017_00024.png
8215,52,52,6,6,47,47,10,data/Train/10/00010_00017_00025.png
8216,54,54,6,6,49,49,10,data/Train/10/00010_00017_00026.png
8217,55,56,5,5,50,51,10,data/Train/10/00010_00017_00027.png
8218,58,59,5,5,53,54,10,data/Train/10/00010_00017_00028.png
8219,62,62,6,5,57,57,10,data/Train/10/00010_00017_00029.png
8220,30,31,5,6,25,26,10,data/Train/10/00010_00018_00000.png
8221,32,31,6,5,27,26,10,data/Train/10/00010_00018_00001.png
8222,32,32,5,5,27,27,10,data/Train/10/00010_00018_00002.png
8223,34,34,6,6,29,29,10,data/Train/10/00010_00018_00003.png
8224,35,35,6,6,30,30,10,data/Train/10/00010_00018_00004.png
8225,34,34,5,5,29,29,10,data/Train/10/00010_00018_00005.png
8226,35,35,6,6,30,30,10,data/Train/10/00010_00018_00006.png
8227,35,35,6,6,30,30,10,data/Train/10/00010_00018_00007.png
8228,35,35,6,6,30,30,10,data/Train/10/00010_00018_00008.png
8229,35,34,6,5,30,29,10,data/Train/10/00010_00018_00009.png
8230,37,36,6,5,32,31,10,data/Train/10/00010_00018_00010.png
8231,38,37,6,5,33,32,10,data/Train/10/00010_00018_00011.png
8232,39,38,6,5,34,33,10,data/Train/10/00010_00018_00012.png
8233,40,41,5,6,35,36,10,data/Train/10/00010_00018_00013.png
8234,42,41,6,5,37,36,10,data/Train/10/00010_00018_00014.png
8235,44,45,5,6,39,40,10,data/Train/10/00010_00018_00015.png
8236,46,46,5,5,41,41,10,data/Train/10/00010_00018_00016.png
8237,48,47,6,5,43,42,10,data/Train/10/00010_00018_00017.png
8238,50,49,6,5,45,44,10,data/Train/10/00010_00018_00018.png
8239,51,50,6,5,46,45,10,data/Train/10/00010_00018_00019.png
8240,52,51,6,5,47,46,10,data/Train/10/00010_00018_00020.png
8241,54,54,5,5,49,49,10,data/Train/10/00010_00018_00021.png
8242,58,58,5,5,53,53,10,data/Train/10/00010_00018_00022.png
8243,61,62,5,6,56,57,10,data/Train/10/00010_00018_00023.png
8244,68,67,7,6,62,61,10,data/Train/10/00010_00018_00024.png
8245,71,72,6,7,65,66,10,data/Train/10/00010_00018_00025.png
8246,75,76,6,7,69,70,10,data/Train/10/00010_00018_00026.png
8247,84,84,8,8,77,77,10,data/Train/10/00010_00018_00027.png
8248,87,91,7,8,80,83,10,data/Train/10/00010_00018_00028.png
8249,101,104,9,9,93,95,10,data/Train/10/00010_00018_00029.png
8250,30,30,6,6,25,25,10,data/Train/10/00010_00019_00000.png
8251,29,30,5,6,24,25,10,data/Train/10/00010_00019_00001.png
8252,31,30,6,5,26,25,10,data/Train/10/00010_00019_00002.png
8253,31,31,5,5,26,26,10,data/Train/10/00010_00019_00003.png
8254,32,32,5,5,27,27,10,data/Train/10/00010_00019_00004.png
8255,33,34,5,6,28,29,10,data/Train/10/00010_00019_00005.png
8256,34,34,5,5,29,29,10,data/Train/10/00010_00019_00006.png
8257,36,36,5,5,31,31,10,data/Train/10/00010_00019_00007.png
8258,36,36,5,5,31,31,10,data/Train/10/00010_00019_00008.png
8259,38,38,6,6,33,33,10,data/Train/10/00010_00019_00009.png
8260,38,38,5,5,33,33,10,data/Train/10/00010_00019_00010.png
8261,40,40,6,6,35,35,10,data/Train/10/00010_00019_00011.png
8262,41,40,6,5,36,35,10,data/Train/10/00010_00019_00012.png
8263,42,42,5,5,37,37,10,data/Train/10/00010_00019_00013.png
8264,42,43,5,6,37,38,10,data/Train/10/00010_00019_00014.png
8265,45,45,5,5,40,40,10,data/Train/10/00010_00019_00015.png
8266,46,46,6,6,41,41,10,data/Train/10/00010_00019_00016.png
8267,48,48,5,5,43,43,10,data/Train/10/00010_00019_00017.png
8268,51,53,5,6,46,48,10,data/Train/10/00010_00019_00018.png
8269,53,53,5,5,48,48,10,data/Train/10/00010_00019_00019.png
8270,55,55,5,5,50,50,10,data/Train/10/00010_00019_00020.png
8271,60,59,6,5,55,54,10,data/Train/10/00010_00019_00021.png
8272,61,60,6,5,56,55,10,data/Train/10/00010_00019_00022.png
8273,62,62,5,5,57,57,10,data/Train/10/00010_00019_00023.png
8274,71,72,7,7,65,66,10,data/Train/10/00010_00019_00024.png
8275,74,76,6,7,68,70,10,data/Train/10/00010_00019_00025.png
8276,85,84,8,7,78,77,10,data/Train/10/00010_00019_00026.png
8277,93,92,8,9,85,84,10,data/Train/10/00010_00019_00027.png
8278,104,98,10,9,95,90,10,data/Train/10/00010_00019_00028.png
8279,124,121,10,11,114,111,10,data/Train/10/00010_00019_00029.png
8280,28,28,5,6,23,23,10,data/Train/10/00010_00020_00000.png
8281,30,27,6,5,24,22,10,data/Train/10/00010_00020_00001.png
8282,30,27,5,5,24,22,10,data/Train/10/00010_00020_00002.png
8283,32,29,6,6,26,23,10,data/Train/10/00010_00020_00003.png
8284,32,28,6,6,27,23,10,data/Train/10/00010_00020_00004.png
8285,31,28,6,6,26,23,10,data/Train/10/00010_00020_00005.png
8286,31,28,6,6,26,23,10,data/Train/10/00010_00020_00006.png
8287,31,30,6,6,26,24,10,data/Train/10/00010_00020_00007.png
8288,32,30,6,5,27,24,10,data/Train/10/00010_00020_00008.png
8289,33,31,6,6,28,26,10,data/Train/10/00010_00020_00009.png
8290,33,32,6,6,28,27,10,data/Train/10/00010_00020_00010.png
8291,33,31,6,5,28,26,10,data/Train/10/00010_00020_00011.png
8292,33,32,6,6,28,27,10,data/Train/10/00010_00020_00012.png
8293,32,31,5,5,26,25,10,data/Train/10/00010_00020_00013.png
8294,31,29,5,5,26,24,10,data/Train/10/00010_00020_00014.png
8295,32,32,6,6,27,27,10,data/Train/10/00010_00020_00015.png
8296,33,34,5,6,28,29,10,data/Train/10/00010_00020_00016.png
8297,37,36,6,6,32,31,10,data/Train/10/00010_00020_00017.png
8298,38,39,5,6,33,34,10,data/Train/10/00010_00020_00018.png
8299,39,39,5,5,34,34,10,data/Train/10/00010_00020_00019.png
8300,40,40,5,5,35,35,10,data/Train/10/00010_00020_00020.png
8301,41,41,6,6,36,36,10,data/Train/10/00010_00020_00021.png
8302,43,42,6,5,38,37,10,data/Train/10/00010_00020_00022.png
8303,46,45,6,5,41,40,10,data/Train/10/00010_00020_00023.png
8304,47,46,6,5,42,41,10,data/Train/10/00010_00020_00024.png
8305,47,48,5,6,42,43,10,data/Train/10/00010_00020_00025.png
8306,50,50,5,5,45,45,10,data/Train/10/00010_00020_00026.png
8307,52,52,5,5,47,47,10,data/Train/10/00010_00020_00027.png
8308,54,55,5,6,49,50,10,data/Train/10/00010_00020_00028.png
8309,57,56,6,5,52,51,10,data/Train/10/00010_00020_00029.png
8310,33,32,6,5,28,27,10,data/Train/10/00010_00021_00000.png
8311,33,34,5,6,28,29,10,data/Train/10/00010_00021_00001.png
8312,36,35,6,6,31,30,10,data/Train/10/00010_00021_00002.png
8313,36,34,6,5,31,29,10,data/Train/10/00010_00021_00003.png
8314,37,34,6,5,32,29,10,data/Train/10/00010_00021_00004.png
8315,36,36,5,6,31,31,10,data/Train/10/00010_00021_00005.png
8316,38,37,5,6,33,32,10,data/Train/10/00010_00021_00006.png
8317,40,36,6,5,35,31,10,data/Train/10/00010_00021_00007.png
8318,39,38,5,6,34,33,10,data/Train/10/00010_00021_00008.png
8319,40,38,6,5,35,33,10,data/Train/10/00010_00021_00009.png
8320,39,39,5,5,34,34,10,data/Train/10/00010_00021_00010.png
8321,40,40,5,5,35,35,10,data/Train/10/00010_00021_00011.png
8322,43,42,6,5,38,37,10,data/Train/10/00010_00021_00012.png
8323,45,44,6,5,40,39,10,data/Train/10/00010_00021_00013.png
8324,45,45,5,5,40,40,10,data/Train/10/00010_00021_00014.png
8325,47,47,5,5,42,42,10,data/Train/10/00010_00021_00015.png
8326,50,49,6,5,45,44,10,data/Train/10/00010_00021_00016.png
8327,50,51,5,6,45,46,10,data/Train/10/00010_00021_00017.png
8328,52,52,5,5,47,47,10,data/Train/10/00010_00021_00018.png
8329,54,54,5,5,49,49,10,data/Train/10/00010_00021_00019.png
8330,56,56,5,5,51,51,10,data/Train/10/00010_00021_00020.png
8331,58,59,5,6,53,54,10,data/Train/10/00010_00021_00021.png
8332,65,64,6,5,60,59,10,data/Train/10/00010_00021_00022.png
8333,70,70,7,7,64,64,10,data/Train/10/00010_00021_00023.png
8334,75,75,7,7,69,69,10,data/Train/10/00010_00021_00024.png
8335,83,82,8,7,76,75,10,data/Train/10/00010_00021_00025.png
8336,87,87,8,8,80,80,10,data/Train/10/00010_00021_00026.png
8337,96,97,8,9,88,89,10,data/Train/10/00010_00021_00027.png
8338,112,112,10,10,103,103,10,data/Train/10/00010_00021_00028.png
8339,121,120,10,10,111,110,10,data/Train/10/00010_00021_00029.png
8340,33,35,6,6,28,30,10,data/Train/10/00010_00022_00000.png
8341,34,37,5,5,29,32,10,data/Train/10/00010_00022_00001.png
8342,37,38,6,5,32,33,10,data/Train/10/00010_00022_00002.png
8343,38,40,5,6,33,35,10,data/Train/10/00010_00022_00003.png
8344,38,39,6,5,33,34,10,data/Train/10/00010_00022_00004.png
8345,38,39,5,5,33,34,10,data/Train/10/00010_00022_00005.png
8346,40,41,5,6,35,36,10,data/Train/10/00010_00022_00006.png
8347,41,41,5,5,36,36,10,data/Train/10/00010_00022_00007.png
8348,41,42,6,5,36,37,10,data/Train/10/00010_00022_00008.png
8349,42,42,5,6,37,37,10,data/Train/10/00010_00022_00009.png
8350,42,44,5,6,37,39,10,data/Train/10/00010_00022_00010.png
8351,42,42,5,5,37,37,10,data/Train/10/00010_00022_00011.png
8352,44,45,6,6,39,40,10,data/Train/10/00010_00022_00012.png
8353,43,45,5,5,38,40,10,data/Train/10/00010_00022_00013.png
8354,44,45,5,5,39,40,10,data/Train/10/00010_00022_00014.png
8355,45,46,5,5,40,41,10,data/Train/10/00010_00022_00015.png
8356,46,47,5,5,41,42,10,data/Train/10/00010_00022_00016.png
8357,46,47,5,5,41,42,10,data/Train/10/00010_00022_00017.png
8358,47,48,5,5,42,43,10,data/Train/10/00010_00022_00018.png
8359,49,50,6,6,44,45,10,data/Train/10/00010_00022_00019.png
8360,49,50,5,5,44,45,10,data/Train/10/00010_00022_00020.png
8361,50,51,5,5,45,46,10,data/Train/10/00010_00022_00021.png
8362,51,53,5,6,46,48,10,data/Train/10/00010_00022_00022.png
8363,54,52,6,5,49,47,10,data/Train/10/00010_00022_00023.png
8364,53,55,5,6,48,50,10,data/Train/10/00010_00022_00024.png
8365,54,55,5,5,49,50,10,data/Train/10/00010_00022_00025.png
8366,55,57,5,5,50,52,10,data/Train/10/00010_00022_00026.png
8367,59,59,6,6,54,54,10,data/Train/10/00010_00022_00027.png
8368,62,60,6,5,57,55,10,data/Train/10/00010_00022_00028.png
8369,64,62,6,6,59,57,10,data/Train/10/00010_00022_00029.png
8370,33,33,6,5,28,28,10,data/Train/10/00010_00023_00000.png
8371,34,35,6,6,29,30,10,data/Train/10/00010_00023_00001.png
8372,34,35,6,6,29,30,10,data/Train/10/00010_00023_00002.png
8373,36,36,6,5,31,31,10,data/Train/10/00010_00023_00003.png
8374,37,37,6,5,32,32,10,data/Train/10/00010_00023_00004.png
8375,37,38,6,6,32,33,10,data/Train/10/00010_00023_00005.png
8376,36,37,6,6,31,32,10,data/Train/10/00010_00023_00006.png
8377,38,39,6,6,33,34,10,data/Train/10/00010_00023_00007.png
8378,38,39,6,6,33,34,10,data/Train/10/00010_00023_00008.png
8379,36,37,5,6,31,32,10,data/Train/10/00010_00023_00009.png
8380,38,37,6,5,33,32,10,data/Train/10/00010_00023_00010.png
8381,39,37,5,5,34,32,10,data/Train/10/00010_00023_00011.png
8382,41,40,6,6,36,35,10,data/Train/10/00010_00023_00012.png
8383,39,38,6,5,34,33,10,data/Train/10/00010_00023_00013.png
8384,40,39,6,5,35,34,10,data/Train/10/00010_00023_00014.png
8385,42,42,6,6,37,37,10,data/Train/10/00010_00023_00015.png
8386,41,42,5,6,36,37,10,data/Train/10/00010_00023_00016.png
8387,42,42,6,6,37,37,10,data/Train/10/00010_00023_00017.png
8388,41,43,5,6,36,38,10,data/Train/10/00010_00023_00018.png
8389,44,45,6,6,39,40,10,data/Train/10/00010_00023_00019.png
8390,43,45,5,5,38,40,10,data/Train/10/00010_00023_00020.png
8391,44,46,5,5,39,41,10,data/Train/10/00010_00023_00021.png
8392,46,46,6,5,41,41,10,data/Train/10/00010_00023_00022.png
8393,48,48,6,5,43,43,10,data/Train/10/00010_00023_00023.png
8394,49,52,5,6,44,47,10,data/Train/10/00010_00023_00024.png
8395,50,51,5,6,45,46,10,data/Train/10/00010_00023_00025.png
8396,49,51,5,6,44,46,10,data/Train/10/00010_00023_00026.png
8397,54,55,5,5,49,50,10,data/Train/10/00010_00023_00027.png
8398,56,56,6,5,51,51,10,data/Train/10/00010_00023_00028.png
8399,57,59,5,6,52,54,10,data/Train/10/00010_00023_00029.png
8400,28,29,5,6,23,24,10,data/Train/10/00010_00024_00000.png
8401,30,30,6,6,25,25,10,data/Train/10/00010_00024_00001.png
8402,30,30,5,5,25,25,10,data/Train/10/00010_00024_00002.png
8403,30,30,5,5,25,25,10,data/Train/10/00010_00024_00003.png
8404,30,30,5,5,25,25,10,data/Train/10/00010_00024_00004.png
8405,31,32,6,6,26,27,10,data/Train/10/00010_00024_00005.png
8406,31,33,5,6,26,28,10,data/Train/10/00010_00024_00006.png
8407,32,32,6,5,27,27,10,data/Train/10/00010_00024_00007.png
8408,33,33,6,5,28,28,10,data/Train/10/00010_00024_00008.png
8409,32,34,5,6,27,29,10,data/Train/10/00010_00024_00009.png
8410,32,34,5,6,27,29,10,data/Train/10/00010_00024_00010.png
8411,35,36,6,6,30,31,10,data/Train/10/00010_00024_00011.png
8412,35,36,5,5,30,31,10,data/Train/10/00010_00024_00012.png
8413,35,38,5,6,30,33,10,data/Train/10/00010_00024_00013.png
8414,37,38,5,6,32,33,10,data/Train/10/00010_00024_00014.png
8415,39,41,5,6,34,36,10,data/Train/10/00010_00024_00015.png
8416,40,41,5,5,35,36,10,data/Train/10/00010_00024_00016.png
8417,43,43,6,6,38,38,10,data/Train/10/00010_00024_00017.png
8418,44,45,5,6,39,40,10,data/Train/10/00010_00024_00018.png
8419,47,49,5,6,42,44,10,data/Train/10/00010_00024_00019.png
8420,48,48,6,5,43,43,10,data/Train/10/00010_00024_00020.png
8421,51,53,5,6,46,48,10,data/Train/10/00010_00024_00021.png
8422,55,57,6,6,50,52,10,data/Train/10/00010_00024_00022.png
8423,59,62,6,6,54,57,10,data/Train/10/00010_00024_00023.png
8424,61,62,5,5,56,57,10,data/Train/10/00010_00024_00024.png
8425,73,73,7,6,67,67,10,data/Train/10/00010_00024_00025.png
8426,85,86,8,8,78,79,10,data/Train/10/00010_00024_00026.png
8427,94,95,8,8,86,87,10,data/Train/10/00010_00024_00027.png
8428,110,113,9,10,101,104,10,data/Train/10/00010_00024_00028.png
8429,129,132,11,11,118,121,10,data/Train/10/00010_00024_00029.png
8430,28,29,6,5,23,24,10,data/Train/10/00010_00025_00000.png
8431,28,29,5,6,23,24,10,data/Train/10/00010_00025_00001.png
8432,30,29,6,5,25,24,10,data/Train/10/00010_00025_00002.png
8433,30,30,6,5,25,25,10,data/Train/10/00010_00025_00003.png
8434,31,32,6,6,26,27,10,data/Train/10/00010_00025_00004.png
8435,31,31,6,5,26,26,10,data/Train/10/00010_00025_00005.png
8436,29,30,5,5,24,25,10,data/Train/10/00010_00025_00006.png
8437,32,34,6,6,27,29,10,data/Train/10/00010_00025_00007.png
8438,33,34,6,6,28,29,10,data/Train/10/00010_00025_00008.png
8439,34,34,6,5,29,29,10,data/Train/10/00010_00025_00009.png
8440,34,35,6,6,29,30,10,data/Train/10/00010_00025_00010.png
8441,35,38,5,6,30,33,10,data/Train/10/00010_00025_00011.png
8442,35,38,5,6,30,33,10,data/Train/10/00010_00025_00012.png
8443,37,38,6,5,32,33,10,data/Train/10/00010_00025_00013.png
8444,37,39,6,6,32,34,10,data/Train/10/00010_00025_00014.png
8445,39,41,6,6,34,36,10,data/Train/10/00010_00025_00015.png
8446,39,41,6,6,34,36,10,data/Train/10/00010_00025_00016.png
8447,40,41,6,5,35,36,10,data/Train/10/00010_00025_00017.png
8448,42,43,6,5,37,38,10,data/Train/10/00010_00025_00018.png
8449,43,45,6,6,38,40,10,data/Train/10/00010_00025_00019.png
8450,46,47,6,5,41,42,10,data/Train/10/00010_00025_00020.png
8451,46,48,5,5,41,43,10,data/Train/10/00010_00025_00021.png
8452,49,49,6,5,44,44,10,data/Train/10/00010_00025_00022.png
8453,51,53,6,6,46,48,10,data/Train/10/00010_00025_00023.png
8454,52,53,5,5,47,48,10,data/Train/10/00010_00025_00024.png
8455,58,58,6,5,53,53,10,data/Train/10/00010_00025_00025.png
8456,59,60,6,5,54,55,10,data/Train/10/00010_00025_00026.png
8457,64,68,5,6,59,62,10,data/Train/10/00010_00025_00027.png
8458,73,74,7,6,67,68,10,data/Train/10/00010_00025_00028.png
8459,82,82,8,7,75,75,10,data/Train/10/00010_00025_00029.png
8460,26,27,6,6,21,21,10,data/Train/10/00010_00026_00000.png
8461,27,27,6,6,22,22,10,data/Train/10/00010_00026_00001.png
8462,27,28,5,6,22,23,10,data/Train/10/00010_00026_00002.png
8463,30,31,5,6,25,26,10,data/Train/10/00010_00026_00003.png
8464,30,29,6,5,25,24,10,data/Train/10/00010_00026_00004.png
8465,31,31,6,6,26,26,10,data/Train/10/00010_00026_00005.png
8466,30,30,6,6,25,25,10,data/Train/10/00010_00026_00006.png
8467,30,31,5,6,25,26,10,data/Train/10/00010_00026_00007.png
8468,29,29,5,5,24,24,10,data/Train/10/00010_00026_00008.png
8469,30,31,5,6,25,26,10,data/Train/10/00010_00026_00009.png
8470,33,32,6,5,28,27,10,data/Train/10/00010_00026_00010.png
8471,34,34,6,6,29,29,10,data/Train/10/00010_00026_00011.png
8472,34,33,6,5,29,28,10,data/Train/10/00010_00026_00012.png
8473,33,33,5,5,28,28,10,data/Train/10/00010_00026_00013.png
8474,33,34,5,6,28,29,10,data/Train/10/00010_00026_00014.png
8475,35,34,6,5,30,29,10,data/Train/10/00010_00026_00015.png
8476,36,36,6,6,31,31,10,data/Train/10/00010_00026_00016.png
8477,37,37,5,5,32,32,10,data/Train/10/00010_00026_00017.png
8478,38,37,6,5,33,32,10,data/Train/10/00010_00026_00018.png
8479,38,39,5,6,33,34,10,data/Train/10/00010_00026_00019.png
8480,39,39,5,5,34,34,10,data/Train/10/00010_00026_00020.png
8481,41,40,6,5,36,35,10,data/Train/10/00010_00026_00021.png
8482,42,42,6,6,37,37,10,data/Train/10/00010_00026_00022.png
8483,42,43,5,6,37,38,10,data/Train/10/00010_00026_00023.png
8484,44,45,5,6,39,40,10,data/Train/10/00010_00026_00024.png
8485,47,47,6,6,42,42,10,data/Train/10/00010_00026_00025.png
8486,48,48,6,6,43,43,10,data/Train/10/00010_00026_00026.png
8487,50,49,6,5,45,44,10,data/Train/10/00010_00026_00027.png
8488,51,50,6,5,46,45,10,data/Train/10/00010_00026_00028.png
8489,54,54,5,5,49,49,10,data/Train/10/00010_00026_00029.png
8490,26,30,5,5,21,25,10,data/Train/10/00010_00027_00000.png
8491,28,30,6,5,23,25,10,data/Train/10/00010_00027_00001.png
